EPIC,Name_IAU,RAdeg,DEdeg,Other,Vmag,Ksmag_R16,(V-K)0,Per1,Per2,Per3,Per4,Ampl,LC,memb,Per_lit,vsini,Per_cat,dd,ddm,shch,beat,cpeak,resc,resd,dscu,cloud,Name_adopt,Ksmag_S16,(V-K),Mass,Mbol,Radius,Teff,Delmag,E(B-V)
210995008.0,034325.14+225344.5,55.85479,22.89572,HHJ134,,12.91,5.48,1.2523,,,,0.029,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ134,12.9,5.48,0.25,9.8,0.34,3104.0,-0.02,
210983198.0,034326.43+224242.7,55.86014,22.71187,HCG114,,12.27,5.01,0.777,,,,0.052,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HCG114,12.26,5.01,0.39,9.13,0.42,3249.0,-0.3,
211093040.0,034326.96+242709.7,55.86237,24.45272,SK638,,11.42,5.01,2.1623,0.4041,,,0.044,LC1,best,,,multi,no,no,no,no,no,no,yes,no,no,SK638,11.41,5.01,0.39,8.28,0.62,3247.0,0.56,
210977779.0,034327.43+223741.3,55.8643,22.62816,HHJ70,,13.25,5.59,0.5047,,,,0.03,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ70,13.24,5.59,0.23,10.15,0.29,3073.0,-0.16,
211105906.0,034329.88+243923.6,55.87453,24.65656,HHJ50,,13.43,5.75,0.7217,,,,0.024,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ50,13.42,5.75,0.21,10.34,0.28,3031.0,-0.23,
211043986.0,034331.95+234026.6,55.88314,23.67407,HII120,10.84,9.13,1.6,3.9906,4.3197,,,0.039,LC3,best,3.99,9.4,multi,no,no,no,yes,no,yes,no,no,no,HII120,9.12,1.6,1.04,4.91,0.96,5649.0,-0.03,
211049322.0,034334.40+234542.8,55.89337,23.76191,HII129,11.47,9.33,2.03,5.4442,6.0929,,,0.029,LC3,best,5.34,5.3,multi,no,no,no,yes,no,yes,no,no,no,HII129,9.32,2.03,0.92,5.39,0.96,5068.0,0.2,
211014750.0,034336.56+231234.3,55.90234,23.20954,HCG122,18.04,12.37,5.56,0.314,,,,0.063,LC1,best,0.31,,single,no,no,no,no,no,no,no,no,no,HCG122,12.36,5.56,0.23,9.27,0.44,3081.0,0.69,
211030439.0,034336.59+232714.1,55.90249,23.45393,HII146,14.52,10.73,3.68,3.0502,,,,0.051,LC2,best,3.05,10.0,single,no,no,yes,no,no,no,no,no,no,HII146,10.72,3.68,0.63,7.43,0.66,3831.0,-0.05,
211078780.0,034336.62+241356.2,55.9026,24.2323,HII134,14.37,10.13,4.13,0.349,0.3613,,,0.076,LC1,best,0.36,70.0,multi,no,no,no,no,no,yes,no,no,no,HII134,10.12,4.13,0.56,6.91,0.94,3603.0,0.92,
211089274.0,034336.92+242338.1,55.90384,24.39394,HII133,14.26,10.64,3.51,1.3696,1.3353,,,0.022,LC1,best,1.36,17.5,multi,yes,yes,yes,no,yes,yes,no,no,no,HII133,10.63,3.51,0.66,7.3,0.66,3927.0,-0.07,
211042045.0,034337.09+233832.1,55.90458,23.64227,SK630,,11.87,5.51,0.366,0.3137,,,0.036,LC3,best,,,multi,no,no,no,no,no,yes,no,no,no,SK630,11.86,5.51,0.25,8.76,0.55,3095.0,1.08,
211047687.0,034339.03+234405.3,55.91265,23.73483,HCG124,18.05,12.27,5.67,0.3049,0.2016,,,0.02,LC1,best,0.31,,multi,yes,no,no,no,no,yes,no,no,yes,HCG124,12.26,5.67,0.22,9.17,0.46,3051.0,0.88,
211045147.0,034339.71+234132.6,55.91548,23.6924,HHJ40,,13.57,5.96,0.294,,,,0.032,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ40,13.56,5.96,0.19,10.49,0.26,2983.0,-0.13,
211100748.0,034342.13+243423.3,55.92555,24.57316,HCG123,15.43,10.95,4.37,1.9343,,,,0.036,LC1,ok,0.97,13.0,single,yes,no,no,no,no,no,no,no,no,HCG123,10.94,4.37,0.52,7.76,0.68,3495.0,0.29,
211099232.0,034343.14+243256.2,55.92976,24.54895,DH283,,13.11,5.64,0.5793,,,,0.021,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH283,13.1,5.64,0.22,10.01,0.31,3058.0,0.02,
211077607.0,034343.51+241250.2,55.93133,24.21397,DH284,,13.55,5.88,0.3123,,,,0.017,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH284,13.54,5.88,0.19,10.47,0.26,3001.0,-0.18,
211095292.0,034343.70+242915.7,55.93211,24.48771,HHJ374,16.22,11.5,4.61,4.005,,,,0.029,LC1,best,3.98,7.0,single,no,no,no,no,no,no,no,no,no,HHJ374,11.49,4.61,0.47,8.33,0.55,3396.0,0.03,
211005117.0,034344.96+230321.2,55.93735,23.0559,SK618,16.79,11.73,4.95,2.3235,,,,0.022,LC1,best,2.32,,single,no,no,no,no,no,no,no,no,no,SK618,11.72,4.95,0.4,8.59,0.53,3269.0,0.19,
211014883.0,034347.47+231242.4,55.94783,23.2118,HII186,10.52,8.56,1.85,5.0872,3.0125,,,0.019,LC3,best,5.09,11.1,multi,no,no,no,yes,yes,yes,no,no,no,HII186,8.55,1.85,0.96,4.51,1.34,5261.0,0.8,
211035702.0,034348.60+233221.7,55.95251,23.53937,HII189,13.96,10.56,3.29,9.4558,,,,0.025,LC3,best,9.87,4.7,multi,yes,yes,yes,yes,yes,no,no,no,no,HII189,10.55,3.29,0.69,7.16,0.66,4059.0,-0.13,
211079794.0,034350.70+241450.8,55.96127,24.24746,HII193,11.3,9.34,1.85,5.3638,,,,0.041,LC3,best,5.39,6.5,multi,yes,yes,yes,yes,yes,no,no,no,no,HII193,9.33,1.85,0.96,5.3,0.9,5354.0,0.02,
211079141.0,034351.75+241416.1,55.96563,24.23781,HCG128,,12.38,5.59,0.6467,,,,0.083,LC1,best,0.65,,single,no,no,no,no,no,no,no,no,no,HCG128,12.37,5.59,0.23,9.28,0.44,3073.0,0.71,
211117077.0,034352.14+245029.7,55.96726,24.84159,HII191,14.5,10.65,3.74,3.0034,,,,0.066,LC2,best,3.02,9.1,single,no,no,yes,no,no,no,no,no,no,HII191,10.64,3.74,0.62,7.36,0.69,3799.0,0.07,
211091381.0,034355.68+242535.0,55.98203,24.42639,HII212,14.3,10.65,3.54,4.4858,,,,0.063,LC1,best,4.53,10.0,single,no,no,no,no,no,no,no,no,no,HII212,10.64,3.54,0.65,7.32,0.66,3909.0,-0.07,
211061316.0,034356.99+235705.9,55.98748,23.95166,HCG135,17.93,12.3,5.52,0.8159,,,,0.048,LC1,best,0.82,,single,no,no,no,no,no,no,no,no,no,HCG135,12.29,5.52,0.23,9.39,0.37,3246.0,0.73,
211078145.0,034357.27+241320.4,55.98864,24.22236,HCG133,,12.37,5.35,0.7717,,,,0.024,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG133,12.36,5.35,0.3,9.25,0.42,3141.0,0.16,
211056809.0,034358.79+235257.8,55.995,23.88273,HII233,9.66,8.29,1.26,2.3969,,,,0.001,LC1,best,,14.1,multi,no,no,no,yes,yes,no,no,no,no,HII233,8.28,1.26,1.2,3.81,1.31,6241.0,0.29,
211035968.0,034400.59+233238.2,56.00247,23.54396,HII248,11.02,9.17,1.74,4.02,4.3542,,,0.023,LC3,best,4.09,12.1,multi,no,no,no,yes,yes,yes,no,no,no,HII248,9.16,1.74,1.0,5.05,0.97,5457.0,0.06,
211055493.0,034401.67+235146.1,56.00697,23.86282,JRS26,17.22,11.99,5.12,0.7814,,,,0.023,LC1,ok,0.78,,single,no,no,no,no,no,no,no,no,no,JRS26,11.98,5.12,0.36,8.86,0.48,3212.0,0.13,
211096368.0,034403.53+243015.1,56.01474,24.5042,HII253,10.71,8.97,1.63,1.4758,,,,0.055,LC2,best,1.48,38.2,multi,no,no,no,yes,yes,no,no,no,no,HII253,8.96,1.63,1.03,4.77,1.08,5520.0,0.17,
211081593.0,034404.83+241631.8,56.02016,24.2755,HII263,11.63,9.44,2.08,4.6762,5.1133,,,0.046,LC3,best,4.76,7.8,multi,no,no,no,yes,yes,yes,no,no,no,HII263,9.43,2.08,0.91,5.54,0.88,5098.0,0.12,
211006594.0,034408.80+230447.6,56.03667,23.0799,HCG141,15.43,11.11,4.21,0.5739,,,,0.027,LC1,best,0.57,44.0,single,no,no,yes,no,no,no,no,no,no,HCG141,11.1,4.21,0.54,7.9,0.61,3566.0,0.02,
211010854.0,034409.30+230847.0,56.03879,23.1464,HHJ186,,12.49,5.52,0.5153,,,,0.022,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ186,12.48,5.52,0.23,9.38,0.41,3092.0,0.54,
211101750.0,034409.59+243522.4,56.03999,24.58956,SK586,,12.06,4.99,3.8818,,,,0.022,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK586,12.05,4.99,0.39,8.92,0.46,3255.0,-0.11,
211081122.0,034409.90+241604.0,56.04129,24.2678,HCG140,16.36,11.53,4.72,1.2348,,,,0.019,LC1,best,1.24,,single,yes,no,no,no,no,no,no,no,no,HCG140,11.52,4.72,0.44,8.37,0.56,3353.0,0.15,
211115321.0,034410.94+244846.0,56.04561,24.81278,UGCSJ034410.95+244845.7,,13.03,5.45,0.4745,,,,0.036,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034410.95+244845.7,13.02,5.45,0.26,9.92,0.32,3112.0,-0.24,
211025716.0,034411.20+232245.5,56.04669,23.37933,HII296,11.45,9.37,1.97,2.5292,,,,0.048,LC2,best,2.61,14.7,multi,no,no,no,yes,yes,no,no,no,no,HII296,9.36,1.97,0.93,5.41,0.9,5215.0,0.1,
210762863.0,034411.90+191819.4,56.04961,19.30539,DH318,15.1,11.05,3.94,7.4885,,,,0.033,LC3,best,7.41,,single,no,no,yes,no,no,no,no,no,no,DH318,11.04,3.94,0.59,7.8,0.6,3695.0,-0.15,
211056415.0,034412.12+235237.5,56.05054,23.87709,HHJ217,17.9,12.57,5.22,0.6063,,,,0.014,LC1,best,0.61,,single,no,no,no,no,no,no,no,no,no,HHJ217,12.56,5.22,0.33,9.45,0.38,3180.0,-0.25,
211066337.0,034413.06+240150.9,56.05446,24.03083,HII298/HII299,10.88,8.73,2.04,6.1589,2.9323,,,0.019,LC3,best,,,multi,no,no,no,yes,yes,no,yes,no,no,HII298,9.55,1.19,1.25,4.96,0.86,5927.0,-1.11,
211113345.0,034413.91+244645.7,56.05798,24.77938,HII293,10.79,9.09,1.59,4.0255,,,,0.014,LC3,best,3.93,5.7,multi,no,no,no,yes,yes,no,no,no,no,HII293,9.08,1.59,1.04,4.86,0.98,5656.0,0.0,
211070599.0,034414.66+240606.5,56.06111,24.10181,HII303,10.48,8.31,2.06,2.0541,1.9761,3.2128,0.6137,0.028,LC1,best,3.18,17.4,multi,no,no,no,yes,yes,yes,yes,no,no,HII303,8.3,2.06,0.91,4.4,1.49,5113.0,1.24,
211092630.0,034417.74+242646.9,56.07394,24.44637,HCG145,16.59,11.69,4.79,0.2749,,,,0.066,LC1,best,0.28,,single,no,no,no,no,no,no,no,no,no,HCG145,11.68,4.79,0.43,8.54,0.52,3327.0,0.06,
211101696.0,034419.06+243518.4,56.07942,24.58845,HCG146,17.81,12.44,5.26,0.6814,,,,0.052,LC1,best,0.68,,single,no,no,no,no,no,no,no,no,no,HCG146,12.43,5.26,0.32,9.32,0.4,3167.0,-0.06,
211057696.0,034419.68+235345.9,56.08201,23.8961,PPL5,,13.3,6.97,0.3103,0.2452,,,0.142,LC2,best,,,multi,no,no,no,no,no,yes,no,no,no,PPL5,13.29,6.97,0.1,,,2823.0,1.03,
211114317.0,034420.08+244746.1,56.08368,24.79615,HII314,10.6,8.95,1.54,1.4729,1.5174,,,0.038,LC1,best,1.48,41.9,multi,yes,yes,yes,yes,yes,yes,no,no,no,HII314,8.94,1.54,1.06,4.68,1.08,5634.0,0.08,
211112974.0,034420.50+244622.2,56.08544,24.77285,HII320,11.02,8.87,2.04,1.1868,4.8312,4.4099,,0.038,LC1,best,4.52,10.8,multi,no,no,no,yes,yes,yes,yes,no,no,HII320,8.86,2.04,0.92,4.93,1.19,5058.0,0.66,
211080177.0,034420.64+241510.9,56.08604,24.25303,HHJ57,,13.1,6.47,0.3489,0.4073,,,0.014,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HHJ57,13.09,6.47,0.14,10.08,0.34,2886.0,0.83,
211037018.0,034420.85+233340.0,56.08691,23.56113,HCG155,,12.01,4.93,4.4526,,,,0.036,LC2,best,,7.0,single,no,no,no,no,no,no,no,no,no,HCG155,12.0,4.93,0.4,8.87,0.46,3277.0,-0.1,
211112685.0,034421.90+244606.2,56.09127,24.7684,HII324,12.99,10.06,2.82,0.4114,,,,0.048,LC1,best,0.41,72.0,single,no,no,yes,no,no,no,no,no,no,HII324,10.05,2.82,0.76,6.53,0.74,4439.0,0.06,
211012996.0,034422.13+231054.9,56.09224,23.18194,DH329,,13.47,6.79,0.2991,,,,0.024,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH329,13.46,6.79,0.11,10.51,0.29,2842.0,0.73,
211068579.0,034423.06+240405.8,56.09609,24.0683,HII335,13.77,10.22,3.44,0.3567,,,,0.051,LC1,best,0.36,73.0,single,no,no,no,no,no,no,no,no,no,HII335,10.21,3.44,0.67,6.86,0.8,3968.0,0.3,
211072441.0,034423.54+240757.4,56.09811,24.13263,HII338,9.04,7.77,1.16,0.5889,,,,0.003,LC1,best,,40.0,single,no,no,no,no,no,no,no,no,no,HII338,7.76,1.16,1.26,3.21,1.61,6480.0,0.64,
211118414.0,034424.67+245153.4,56.10283,24.86485,HCG148,,11.94,5.37,0.2177,0.3821,,,0.02,LC1,best,,,multi,no,no,no,no,no,no,yes,no,no,HCG148,11.93,5.37,0.3,8.82,0.52,3135.0,0.63,
211112686.0,034424.80+244606.2,56.10337,24.76839,HCG149,15.42,11.01,4.3,0.7643,,,,0.046,LC1,best,3.27,20.0,single,no,no,no,no,no,no,no,no,no,HCG149,11.0,4.3,0.53,7.81,0.65,3526.0,0.19,
211107439.0,034425.58+244052.8,56.10662,24.68136,HCG150,16.66,11.65,4.9,1.08,,,,0.033,LC1,best,1.08,13.0,single,no,no,no,no,no,no,no,no,no,HCG150,11.64,4.9,0.41,8.51,0.54,3287.0,0.22,
211101761.0,034426.27+243522.9,56.10948,24.5897,HII345,11.46,9.27,2.08,0.8374,,,,0.019,LC1,best,0.84,18.9,single,no,no,yes,no,no,no,no,no,no,HII345,9.26,2.08,0.91,5.39,0.93,5150.0,0.29,
211095218.0,034426.53+242911.5,56.11055,24.48653,HHJ243,17.94,12.08,5.75,0.347,,,,0.023,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ243,12.07,5.75,0.21,8.99,0.51,3031.0,1.12,
211090224.0,034426.87+242431.7,56.11198,24.40883,HCG156,16.07,11.45,4.51,5.8799,,,,0.039,LC1,best,5.85,,single,no,no,no,no,no,no,no,no,no,HCG156,11.44,4.51,0.49,8.27,0.55,3436.0,-0.06,
211117230.0,034427.29+245038.2,56.11372,24.84396,HII347,14.0,10.07,3.82,0.3982,0.3355,,,0.027,LC1,best,0.4,78.0,multi,yes,no,no,no,no,yes,no,no,no,HII347,10.06,3.82,0.61,6.8,0.91,3756.0,0.73,
211079163.0,034427.49+241417.1,56.11455,24.23811,HHJ190,,12.66,5.68,0.235,,,,0.02,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ190,12.65,5.68,0.22,9.56,0.39,3049.0,0.49,
211064435.0,034427.90+235959.8,56.11629,23.99997,DH342,,13.49,6.21,0.3044,,,,0.02,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH342,13.48,6.21,0.16,10.44,0.28,2931.0,0.21,
211074888.0,034428.00+241017.5,56.1167,24.17155,HII357,13.32,10.06,3.15,3.8002,,,,0.071,LC3,best,3.79,10.0,single,no,no,yes,no,no,no,no,no,no,HII357,10.05,3.15,0.72,6.62,0.81,4149.0,0.23,
210754915.0,034428.08+191106.1,56.11701,19.18504,DH343,11.84,9.42,2.31,0.5332,,,,0.049,LC1,best,0.53,,single,no,no,yes,no,no,no,no,no,no,DH343,9.41,2.31,0.85,5.67,0.9,4911.0,0.36,
211038810.0,034431.71+233526.1,56.13213,23.59061,SK564,,12.2,5.12,0.9184,,,,0.04,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK564,12.19,5.12,0.36,9.07,0.44,3213.0,-0.08,
211056297.0,034431.97+235230.7,56.13325,23.87521,HII370,14.44,10.45,3.88,17.2827,7.7381,,,0.011,LC4,best,0.94,,multi,no,no,yes,no,no,no,yes,no,no,HII370,10.44,3.88,0.6,7.19,0.78,3725.0,0.41,
211064526.0,034435.40+240004.8,56.14754,24.00135,HII390,14.33,10.65,3.57,9.0574,,,,0.008,LC4,best,,,single,no,no,yes,no,yes,no,no,no,no,HII390,10.64,3.57,0.65,7.33,0.67,3892.0,-0.05,
211033487.0,034436.27+233011.1,56.15115,23.50309,HCG161,16.55,11.66,4.78,1.6598,,,,0.064,LC1,best,,13.0,single,no,no,no,no,no,no,no,no,no,HCG161,11.65,4.78,0.42,8.51,0.53,3331.0,0.1,
211091449.0,034437.76+242538.8,56.15734,24.42746,HHJ46,19.51,13.52,5.88,0.3036,,,,0.016,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ46,13.51,5.88,0.19,10.44,0.27,3000.0,-0.12,
210996584.0,034437.77+225515.7,56.15741,22.92103,HCG164,15.75,11.04,4.6,0.3152,,,,0.022,LC1,best,0.31,,single,no,no,no,no,no,no,no,no,no,HCG164,11.03,4.6,0.46,7.87,0.68,3400.0,0.5,
211004119.0,034438.94+230225.4,56.16227,23.04041,HHJ189,,12.5,5.53,0.8297,,,,0.018,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ189,12.49,5.53,0.23,9.39,0.41,3090.0,0.52,
211097941.0,034439.61+243144.2,56.16505,24.52896,,,11.88,4.96,0.6099,,,,0.011,LC1,best,,,single,no,no,no,no,no,no,no,no,no,,11.87,4.96,0.4,8.74,0.49,3267.0,0.04,
211115638.0,034440.75+244906.7,56.1698,24.81854,HII405,9.84,8.52,1.21,1.908,,,,0.015,LC3,best,1.92,18.2,single,no,no,yes,no,no,no,no,no,no,HII405,8.51,1.21,1.24,3.99,1.22,6219.0,-0.03,
210967650.0,034441.82+222752.4,56.17425,22.46456,PELS034,10.76,9.07,1.58,3.9912,,,,0.01,LC3,best,,,single,no,no,yes,no,no,no,no,no,no,PELS034,9.06,1.58,1.05,4.83,1.0,5641.0,-0.01,
211088648.0,034446.13+242303.0,56.19223,24.38419,HHJ24,,13.79,6.09,0.2858,,,,0.013,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ24,13.78,6.09,0.17,10.73,0.24,2955.0,-0.2,
211065077.0,034447.32+240037.8,56.19718,24.01052,HHJ276,,12.32,5.11,0.7563,,,,0.024,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ276,12.31,5.11,0.36,9.19,0.41,3214.0,-0.19,
211077649.0,034447.83+241252.7,56.19933,24.21466,HCG166,,12.45,5.44,0.8136,,,,0.046,LC2,best,,,single,no,no,no,no,no,no,no,no,no,HCG166,12.44,5.44,0.26,9.34,0.41,3113.0,0.35,
211121141.0,034450.16+245440.0,56.20904,24.91113,HII451,13.43,10.34,2.98,5.6763,,,,0.031,LC3,best,5.55,5.7,single,no,no,yes,no,no,no,no,no,no,HII451,10.33,2.98,0.75,6.84,0.69,4264.0,-0.15,
210911601.0,034452.85+213416.5,56.22024,21.57126,UGCSJ034452.86+213416.0,,12.42,5.45,0.2494,0.2714,,,0.02,LC1,best,,,multi,no,no,no,yes,no,yes,no,no,no,UGCSJ034452.86+213416.0,12.41,5.45,0.26,9.31,0.42,3110.0,0.44,
211059325.0,034453.83+235516.5,56.2243,23.92126,HII476,10.78,8.87,1.12,2.3386,2.4614,,,0.023,LC1,best,2.43,21.0,multi,yes,yes,yes,yes,no,yes,no,no,no,HII476,8.78,1.16,0.98,4.21,1.11,6203.0,0.43,0.24
211092628.0,034454.09+242646.9,56.22538,24.44637,HHJ183,,12.75,5.31,0.6325,,,,0.035,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ183,12.74,5.31,0.32,9.63,0.35,3152.0,-0.32,
211059981.0,034455.99+235553.5,56.2333,23.93153,HCG171,,11.92,5.36,0.3954,0.4936,,,0.014,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HCG171,11.91,5.36,0.29,8.81,0.52,3136.0,0.66,
211091768.0,034456.39+242557.4,56.23498,24.43262,HII489,10.42,8.87,1.44,2.7793,,,,0.02,LC1,best,2.85,18.3,multi,no,no,yes,yes,no,no,no,no,no,HII489,8.86,1.44,1.1,4.53,1.05,5895.0,0.03,
211039840.0,034456.68+233623.6,56.23619,23.60658,HHJ269,,12.33,5.07,0.8002,,,,0.04,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ269,12.32,5.07,0.37,9.2,0.41,3230.0,-0.25,
211063935.0,034457.32+235932.4,56.23887,23.99235,,,11.96,4.85,1.78,,,,0.015,LC1,best,,,single,no,no,no,no,no,no,no,no,no,,11.95,4.85,0.41,8.81,0.47,3305.0,-0.14,
211027607.0,034458.01+232431.2,56.24174,23.40867,HHJ223,,12.36,5.4,0.7571,,,,0.084,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ223,12.35,5.4,0.28,9.25,0.43,3127.0,0.28,
211059734.0,034458.58+235541.0,56.24409,23.92806,HHJ274,,12.11,5.34,0.4849,,,,0.034,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ274,12.1,5.34,0.31,8.99,0.47,3145.0,0.4,
211026321.0,034458.96+232320.1,56.24568,23.38894,HII513,13.85,10.48,3.26,5.8883,,,,0.079,LC3,best,5.84,7.4,multi,no,no,yes,yes,yes,no,no,no,no,HII513,10.47,3.26,0.7,7.07,0.68,4078.0,-0.08,
211024158.0,034459.47+232118.4,56.2478,23.35512,HHJ54,,13.38,5.77,0.2388,,,,0.019,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ54,13.37,5.77,0.21,10.29,0.28,3027.0,-0.17,
211113286.0,034501.12+244641.1,56.2547,24.7781,HCG172,,12.57,5.34,0.5888,,,,0.025,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG172,12.56,5.34,0.31,9.45,0.38,3145.0,-0.06,
210779549.0,034501.66+193333.7,56.25695,19.55937,PELS135,9.45,8.15,1.19,0.9368,,,,0.002,LC1,ok,,,multi,no,no,no,yes,no,no,no,no,no,PELS135,8.14,1.19,1.25,3.62,1.34,6454.0,0.3,
211054027.0,034503.26+235021.9,56.2636,23.83943,HII522,11.97,9.72,2.14,7.0949,8.8112,,,0.014,LC3,best,,4.0,multi,no,no,no,yes,yes,yes,no,no,no,HII522,9.71,2.14,0.89,5.86,0.78,5037.0,-0.1,
211080847.0,034506.53+241548.6,56.27722,24.26352,HII531,8.58,7.72,0.75,0.0431,0.0389,0.0365,0.0464,0.002,LC1,best,,,multi,no,no,no,no,no,yes,no,yes,no,HII531,7.71,0.75,1.51,2.78,1.61,7150.0,0.02,
211040347.0,034506.77+233651.6,56.27825,23.61434,HCG176,,12.66,6.11,0.3337,,,,0.022,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG176,12.65,6.11,0.17,9.6,0.41,2950.0,0.96,
210978650.0,034508.67+223830.6,56.28616,22.64185,HHJ204,,12.48,5.33,0.4623,,,,0.051,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ204,12.47,5.33,0.3,9.36,0.4,3147.0,0.03,
210920066.0,034509.87+214216.5,56.29115,21.70459,PELS040,9.99,8.59,1.29,2.9317,2.764,,,0.014,LC1,best,2.93,11.5,multi,no,no,no,yes,no,yes,no,no,no,PELS040,8.58,1.29,1.19,4.13,1.17,6147.0,0.02,
211004687.0,034510.81+230258.1,56.29506,23.0495,HCG186,,12.35,5.25,0.9335,,,,0.113,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG186,12.34,5.25,0.32,9.23,0.42,3172.0,0.04,
211101564.0,034511.98+243510.2,56.29993,24.58617,HII554,13.93,10.56,3.26,4.3894,,,,0.113,LC3,best,4.33,,single,no,no,yes,no,no,no,no,no,no,HII554,10.55,3.26,0.7,7.16,0.66,4078.0,-0.16,
211096421.0,034512.07+243018.3,56.3003,24.5051,,,11.9,4.95,0.3473,,,,0.024,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,,11.89,4.95,0.4,8.76,0.49,3271.0,0.01,
211024798.0,034512.14+232153.2,56.30062,23.36479,HCG185,17.64,12.24,5.29,0.7494,,,,0.083,LC1,best,2.99,,single,no,no,no,no,no,no,no,no,no,HCG185,12.23,5.29,0.32,9.12,0.44,3158.0,0.18,
210982234.0,034512.42+224151.1,56.30178,22.69753,BPL71,,12.27,5.13,0.7676,,,,0.101,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL71,12.26,5.13,0.36,9.14,0.43,3207.0,-0.1,
211057685.0,034512.60+235345.1,56.30254,23.89588,HHJ14,,13.88,6.55,0.2594,,,,0.016,LC1,best,,26.0,single,no,no,no,no,no,no,no,no,no,HHJ14,13.87,6.55,0.13,10.88,0.24,2872.0,0.13,
211080412.0,034513.13+241523.7,56.30473,24.2566,NZTau=HCG180,,13.17,5.51,2.0103,,,,0.017,LC1,best,,,single,no,no,no,no,no,no,no,no,no,NZTau=HCG180,13.16,5.51,0.25,10.06,0.3,3094.0,-0.23,
211034329.0,034513.40+233100.9,56.30585,23.51693,OOTau=HCG184,17.72,11.89,5.72,0.3403,0.2279,,,0.061,LC1,ok,,,multi,no,no,no,no,no,yes,no,no,no,OOTau=HGC184,11.88,5.72,0.22,8.8,0.56,3039.0,1.28,
211071722.0,034516.12+240716.2,56.31717,24.12118,HCG183,16.24,11.63,4.5,2.1851,,,,0.021,LC1,best,2.19,,single,no,no,no,no,no,no,no,no,no,HCG183,11.62,4.5,0.49,8.45,0.51,3440.0,-0.25,
211037417.0,034516.41+233401.7,56.3184,23.56716,DH384,,13.52,6.01,0.1903,,,,0.031,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH384,13.51,6.01,0.18,10.45,0.27,2971.0,0.01,
211100894.0,034516.64+243432.5,56.31935,24.5757,HCG181,16.18,11.43,4.64,0.8545,,,,0.043,LC1,best,0.86,26.0,single,no,no,no,no,no,no,no,no,no,HCG181,11.42,4.64,0.45,8.27,0.57,3384.0,0.17,
211121734.0,034520.85+245519.4,56.33691,24.92207,HII605,9.0,7.84,1.05,7.0681,,,,0.002,LC3,best,,80.0,multi,no,no,yes,yes,yes,no,no,no,no,HII605,7.83,1.05,1.34,3.18,1.57,6605.0,0.35,
211098921.0,034521.66+243237.3,56.34029,24.5437,HHJ273,,12.31,5.23,1.1468,,,,0.046,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ273,12.3,5.23,0.33,9.19,0.43,3178.0,0.0,
211031520.0,034522.19+232818.2,56.34248,23.47173,HII636,12.4,9.81,2.48,8.4849,6.6064,,,0.021,LC3,best,7.5,3.5,multi,no,no,no,yes,yes,yes,no,no,no,HII636,9.8,2.48,0.81,6.12,0.8,4701.0,0.1,
211117626.0,034523.49+245102.8,56.34788,24.8508,HII624,15.28,11.04,4.13,1.2481,,,,0.112,LC2,best,1.25,16.0,single,no,no,no,no,no,no,no,no,no,HII624,11.03,4.13,0.56,7.82,0.62,3603.0,0.01,
211119678.0,034524.12+245309.4,56.35053,24.88597,HII627,9.65,8.38,1.16,1.8128,1.7474,,,0.007,LC1,best,,33.2,multi,no,no,no,yes,yes,yes,no,no,no,HII627,8.37,1.16,1.26,3.81,1.26,6355.0,0.03,
