EPIC,Name_IAU,RAdeg,DEdeg,Other,Vmag_x,Ksmag_R16,(V-K)0,Per1,Per2,Per3,Per4,Ampl,LC,memb,Per_lit,vsini,Per_cat,dd,ddm,shch,beat,cpeak,resc,resd,dscu,cloud,Name_adopt,Ksmag_S16,(V-K),Mass,Mbol,Radius,Teff,Delmag,E(B-V),Object_name,Vmag_y,rmag,Icmag,Kmag,T_VI,T_VK,T_rK,T_IK,Period,A_r,R_o,Tspec,RV,EWHa,D_EWHa,TiO2n,D_TiO2n,TiO5n,D_TiO5n,Tquiet,fs1,Tspot1,fs2,Tspot2,multi,Flag,RAJ2000,DEJ2000
211048126.0,034709.43+234431.8,56.78931,23.742179999999998,HII1321,15.22,10.66,4.45,0.8446,0.6028,,,0.017,LC1,best,1.21,17.0,multi,no,no,no,no,no,yes,no,no,no,HII1321,10.65,4.45,0.51,7.48,0.79,3461.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211029076.0,034709.51+232556.4,56.78963,23.43236,DH498,,13.05,5.44,0.4739,,,,0.019,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH498,13.04,5.44,0.26,9.94,0.31,3113.0,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211081656.0,034710.05+241636.0,56.79189,24.276670000000003,HII1309,9.46,8.28,1.07,0.775,,,,0.004,LC1,best,,85.0,multi,yes,yes,yes,yes,no,no,no,no,no,HII1309,8.27,1.07,1.31,3.63,1.32,6496.0,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211078698.0,034711.02+241351.7,56.795919999999995,24.23103,HCG254,19.34,13.39,5.84,0.4019,,,,0.032,LC1,best,0.4,,single,no,no,no,no,no,no,no,no,no,HCG254,13.38,5.84,0.2,10.31,0.28,3010.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211046446.0,034713.52+234251.5,56.806369999999994,23.71431,HII1332,12.53,10.1,2.32,7.8496,,,,0.042,LC3,best,8.18,5.3,multi,yes,yes,yes,yes,yes,no,no,no,no,HII1332,10.09,2.32,0.85,6.32,0.69,4824.0,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211053549.0,034713.65+234953.3,56.806909999999995,23.8315,HCG258,15.78,11.09,4.58,0.5326,0.5187,,,0.044000000000000004,LC1,best,0.53,42.0,multi,no,no,no,yes,no,yes,no,no,no,HCG258,11.08,4.58,0.47,7.92,0.66,3408.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211132712.0,034715.28+250655.4,56.8137,25.11541,SK432,16.7,11.48,5.11,1.1254,,,,0.024,LC1,ok,,,single,no,no,no,no,no,no,no,no,no,SK432,11.47,5.11,0.36,8.35,0.61,3215.0,0.65,,Cl* Melotte 22 SK432,16.701,99.0,13.975999999999999,11.485,3224.53,3186.61,,3128.67,,,,3293.13,5.46,4.9518,4.7309,0.6243,-0.0187,0.4736,0.029,3224.53,0.214,2865.0,0.0,,0.0,1-1-1-1-1,56.813702,25.115416
211029254.0,034715.37+232606.1,56.81406,23.435029999999998,HHJ203,,12.5,5.46,0.8818,,,,0.037000000000000005,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ203,12.49,5.46,0.26,9.39,0.41,3108.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211089146.0,034715.44+242331.0,56.81434,24.39197,BPL134,,12.81,5.84,0.31,,,,0.032,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL134,12.8,5.84,0.2,9.73,0.37,3009.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211111473.0,034716.44+244450.3,56.8185,24.74731,BPL136,,12.51,5.89,0.2628,,,,0.012,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL136,12.5,5.89,0.19,9.43,0.43,2997.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211072160.0,034716.56+240742.0,56.818999999999996,24.128339999999998,HII1338,8.69,7.48,1.1,7.5994,8.899,,,0.002,LC3,best,,,multi,yes,yes,yes,yes,yes,yes,no,no,no,HII1338,7.47,1.1,1.28,2.86,1.87,6511.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211089068.0,034718.06+242326.7,56.82526,24.39077,HII1348,12.7,9.77,2.82,9.7733,,,,0.038,LC2,best,4.56,5.1,single,no,no,yes,no,no,no,no,no,no,HII1348,9.76,2.82,0.76,6.22,0.88,4379.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211078690.0,034718.12+241351.3,56.825540000000004,24.23092,BPL138,,12.28,5.84,0.3239,0.1677,,,0.024,LC1,ok,1.08,,multi,no,no,no,yes,no,no,yes,no,no,BPL138,12.27,5.84,0.2,9.2,0.47,3009.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211131087.0,034720.83+250512.3,56.8368,25.08676,SK428,15.75,11.14,4.5,3.694,,,,0.034,LC1,best,1.37,,single,no,no,no,no,no,no,no,no,no,SK428,11.13,4.5,0.49,7.96,0.64,3440.0,0.24,,Cl* Melotte 22 SK428,15.699000000000002,99.0,13.399000000000001,11.136,3525.67,3464.3,,3360.22,1.36717558,0.0359,0.03634,3620.36,13.9,2.7986,2.7737,0.7742,0.0021,0.6429,0.0429,3525.67,0.0,,0.0,,0.0,1-1-1-1-1,56.836803,25.086767000000002
211024494.0,034722.01+232136.6,56.841730000000005,23.36019,UGCSJ034722.02+232136.3,,12.73,5.4,0.3687,,,,0.061,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034722.02+232136.3,12.72,5.4,0.29,9.62,0.36,3125.0,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211079188.0,034722.37+241418.9,56.84324,24.23859,BPL139,,13.21,6.31,0.1749,0.1584,,,0.015,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,BPL139,13.2,6.31,0.15,10.17,0.32,2913.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211047718.0,034722.67+234406.9,56.84449,23.73527,HCG266,,12.44,5.26,0.6801,,,,0.061,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG266,12.43,5.26,0.32,9.32,0.4,3166.0,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210996662.0,034722.89+225519.6,56.84541,22.92212,HII1407,8.13,7.52,0.5,1.456,,,,0.002,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HII1407,7.51,0.5,,2.33,1.7,7711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211117529.0,034722.97+245056.1,56.84571999999999,24.84894,HCG261,17.16,11.85,5.2,0.9252,,,,0.025,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HCG261,11.84,5.2,0.34,8.73,0.52,3186.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211011030.0,034723.85+230857.0,56.849380000000004,23.14919,HCG270,17.33,12.07,5.15,1.6638,,,,0.021,LC1,best,1.66,,single,no,no,no,no,no,no,no,no,no,HCG270,12.06,5.15,0.35,8.94,0.47,3202.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211080295.0,034725.10+241517.3,56.85461,24.25481,HHJ198,,13.06,5.48,1.1885,,,,0.02,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ198,13.05,5.48,0.25,9.95,0.31,3104.0,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211134185.0,034725.78+250833.0,56.85745,25.14251,HCG263,16.91,11.45,5.35,0.1357,0.3173,,,0.069,LC1,best,0.12,,multi,no,no,no,no,no,no,yes,no,no,HCG263,11.44,5.35,0.3,8.33,0.64,3140.0,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211041526.0,034726.76+233802.6,56.86152,23.63407,HCG269,,12.29,5.51,0.4291,0.2708,,,0.017,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HCG269,12.28,5.51,0.24,9.18,0.45,3093.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211044267.0,034726.82+234042.0,56.86176999999999,23.67836,HII1425,7.77,7.34,0.32,0.0587,0.0313,0.0613,0.0306,0.005,LC1,best,,,multi,no,no,no,no,no,yes,no,yes,no,HII1425,7.33,0.32,,1.93,1.7,8454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211030057.0,034728.11+232653.5,56.86714,23.44821,SK417,,11.9,5.04,0.5572,,,,0.027000000000000003,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,SK417,11.89,5.04,0.38,8.77,0.5,3238.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211107116.0,034728.42+244033.2,56.868430000000004,24.6759,BPL145,,12.87,5.18,0.9834,,,,0.021,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL145,12.86,5.18,0.34,9.74,0.33,3192.0,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211056628.0,034729.58+235249.6,56.87327,23.88046,PPL8,,14.11,6.68,0.2768,,,,0.03,LC1,best,,,single,no,no,no,no,no,no,no,no,no,PPL8,14.1,6.68,0.12,11.13,0.22,2854.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211036595.0,034729.92+233315.1,56.874680000000005,23.55422,HHJ16,,13.82,6.38,0.3079,,,,0.039,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ16,13.81,6.38,0.14,10.79,0.24,2900.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211087739.0,034730.59+242213.9,56.877469999999995,24.37055,HCG273,15.82,11.37,4.34,2.7628,,,,0.032,LC2,best,2.78,,single,no,no,no,no,no,no,no,no,no,HCG273,11.36,4.34,0.52,8.18,0.56,3508.0,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210886447.0,034731.12+211051.4,56.8797,21.18096,DH519,,12.82,5.52,0.5596,,,,0.043,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH519,12.81,5.52,0.23,9.71,0.35,3092.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211056099.0,034731.63+235219.3,56.88182,23.87205,UGCSJ034731.64+235219.0,,12.85,5.48,0.4855,,,,0.031,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034731.64+235219.0,12.84,5.48,0.25,9.74,0.34,3104.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211075014.0,034731.99+241024.8,56.883309999999994,24.173579999999998,BPL147,,12.83,5.5,0.6538,,,,0.011000000000000001,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL147,12.82,5.5,0.24,9.72,0.35,3098.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211090001.0,034732.13+242418.5,56.8839,24.405160000000002,UGCSJ034732.14+242418.3,,13.08,5.3,0.3972,,,,0.018000000000000002,LC1,ok,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034732.14+242418.3,13.07,5.3,0.31,9.96,0.3,3156.0,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211021098.0,034732.18+231823.5,56.88409,23.30655,UGCSJ034732.19+231823.2,,12.56,4.95,1.2508,,,,0.027000000000000003,LC1,ok,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034732.19+231823.2,12.55,4.95,0.4,9.42,0.36,3271.0,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211045153.0,034733.45+234132.9,56.8894,23.6925,HCG277,15.74,10.93,4.7,0.4226,0.6024,,,0.025,LC1,best,0.6,27.0,multi,no,no,no,no,no,yes,no,no,no,HCG277,10.92,4.7,0.44,7.77,0.73,3361.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211107623.0,034733.67+244103.1,56.890319999999996,24.68422,HII1454,12.86,10.08,2.67,8.5982,,,,0.04,LC3,best,8.41,3.3,single,no,no,yes,no,yes,no,no,no,no,HII1454,10.07,2.67,0.79,6.47,0.73,4524.0,-0.06,,Cl Melotte 22 1454,12.809000000000001,12.422,11.527000000000001,10.128,4649.73,4716.94,4657.07,4792.52,8.40559769,0.0248,0.37627,4519.06,2.88,0.014,0.8388,0.9635,-0.0118,0.9244,-0.021,4649.73,0.20600000000000002,3490.0,0.214,3570.0,0.0,1-1-1-0-0,56.890319999999996,24.684223
210922592.0,034734.16+214448.6,56.892340000000004,21.74684,PELS066,12.32,9.9,2.31,7.5554,,,,0.031,LC3,best,7.6,,single,no,no,yes,no,no,no,no,no,no,PELS066,9.89,2.31,0.85,6.12,0.75,4834.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210989043.0,034734.78+224804.8,56.89491999999999,22.80135,HCG284,,12.15,5.11,0.6966,,,,0.046,LC2,best,,,single,yes,no,no,no,no,no,no,no,no,HCG284,12.14,5.11,0.36,9.02,0.45,3214.0,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211118985.0,034735.85+245226.9,56.8994,24.87415,HCG279,18.78,12.84,5.83,0.2084,,,,0.027000000000000003,LC1,best,0.42,,single,no,no,no,no,no,no,no,no,no,HCG279,12.83,5.83,0.2,9.76,0.36,3012.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211031682.0,034736.02+232826.9,56.900119999999994,23.47414,HHJ73,,13.28,5.68,0.2819,,,,0.032,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ73,13.27,5.68,0.22,10.18,0.29,3049.0,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211090094.0,034737.65+242423.2,56.90688000000001,24.406470000000002,BPL150,,12.83,5.61,0.7538,,,,0.037000000000000005,LC1,best,0.77,,single,no,no,no,no,no,no,no,no,no,BPL150,12.82,5.61,0.22,9.73,0.36,3067.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211031293.0,034738.00+232804.9,56.908359999999995,23.46805,HII1512,13.51,10.32,3.08,8.4106,,,,0.068,LC3,best,8.37,5.3,single,no,no,yes,no,no,no,no,no,no,HII1512,10.31,3.08,0.73,6.86,0.71,4196.0,-0.08,,Cl Melotte 22 1512,13.51,13.126,12.1,10.325,4471.65,4357.79,4230.89,4198.38,8.3668623,0.0791,0.35315,4059.3,10.97,0.6465,1.3333,0.9373,-0.0333,0.8853,-0.0538,4471.65,0.408,3395.0,0.39799999999999996,3515.0,0.0,1-1-1-1-1,56.908363,23.468056
211115713.0,034738.04+244911.0,56.908519999999996,24.81974,SK409,16.53,11.7,4.72,2.3229,,,,0.036000000000000004,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK409,11.69,4.72,0.44,8.54,0.51,3353.0,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211119999.0,034738.07+245330.5,56.90865,24.89183,HII1485,14.21,10.61,3.49,0.5820000000000001,,,,0.077,LC1,best,0.58,42.0,single,no,no,no,no,no,no,no,no,no,HII1485,10.6,3.49,0.66,7.27,0.67,3938.0,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211093429.0,034739.35+242732.1,56.91396999999999,24.45893,HCG282,17.56,12.16,5.29,0.519,,,,0.026000000000000002,LC1,best,0.52,,single,no,no,no,no,no,no,no,no,no,HCG282,12.15,5.29,0.32,9.04,0.46,3158.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211001714.0,034739.78+230004.6,56.91576,23.0013,HHJ94,18.73,13.22,5.4,0.4571,,,,0.040999999999999995,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ94,13.21,5.4,0.29,10.11,0.29,3125.0,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211083317.0,034740.37+241806.9,56.91822,24.30193,HII1516,13.97,10.34,3.52,0.3067,,,,0.049,LC1,best,0.31,105.0,single,yes,no,no,no,no,no,no,no,no,HII1516,10.33,3.52,0.66,7.0,0.76,3921.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211087357.0,034740.44+242152.5,56.918530000000004,24.36459,HII1514,10.53,8.94,1.48,3.252,3.4661,,,0.032,LC3,best,3.25,13.6,multi,yes,yes,yes,yes,yes,yes,no,no,no,HII1514,8.93,1.48,1.08,4.63,1.04,5796.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210997197.0,034740.97+225548.0,56.920730000000006,22.93001,HII1553,12.49,9.36,3.02,1.7668,0.8056,,,0.036000000000000004,LC1,best,0.45,9.6,multi,no,no,no,yes,no,no,yes,no,no,HII1553,9.35,3.02,0.74,5.9,1.07,4274.0,0.86,,Cl Melotte 22 1553,12.49,11.872,11.14,9.356,4555.12,4394.57,4460.88,4182.15,0.44554824,0.0213,0.01934,4516.15,5.77,0.8932,1.6447,0.936,-0.037,0.8961,-0.0466,4555.12,0.45799999999999996,3390.0,0.377,3530.0,1.0,1-1-1-0-0,56.920733999999996,22.930014
211048014.0,034741.17+234425.0,56.921580000000006,23.740289999999998,HII1532,13.99,10.57,3.31,0.7814,,,,0.055,LC2,best,0.78,32.0,single,yes,yes,yes,no,no,no,no,no,no,HII1532,10.56,3.31,0.69,7.18,0.66,4047.0,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211062662.0,034741.43+235818.9,56.92265,23.97194,HII1531,13.58,10.31,3.16,0.483,,,,0.076,LC2,best,0.48,50.0,single,yes,no,no,no,no,no,no,no,no,HII1531,10.3,3.16,0.72,6.88,0.73,4142.0,0.0,,Cl Melotte 22 1531,13.58,13.040999999999999,12.11,10.312000000000001,4395.47,4297.92,4288.73,4154.49,0.48300323,0.0951,0.01986,4033.83,1.79,1.6009,2.2281,0.9368,-0.0304,0.882,-0.0515,4395.47,0.368,3395.0,0.371,3510.0,0.0,1-1-1-0-0,56.922656999999994,23.971945
211045643.0,034744.64+234203.2,56.93603,23.7009,HHJ152,,12.7,5.34,0.4458,,,,0.023,LC3,best,,,single,no,no,no,no,no,no,no,no,no,HHJ152,12.69,5.34,0.31,9.58,0.36,3143.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211104535.0,034745.90+243801.4,56.941280000000006,24.63373,HCG287,,12.54,5.77,0.2962,0.2812,,,0.021,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HCG287,12.53,5.77,0.21,9.45,0.41,3026.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211138781.0,034747.85+251334.5,56.949380000000005,25.22625,SK398,,12.09,5.57,0.6111,,,,0.031,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK398,12.08,5.57,0.23,8.99,0.5,3079.0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211015308.0,034748.11+231305.3,56.95046,23.21814,HII1593,11.15,9.3,1.74,5.1371,,,,0.009000000000000001,LC3,best,5.06,2.4,single,no,no,yes,no,no,no,no,no,no,HII1593,9.29,1.74,1.0,5.18,0.91,5457.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211091536.0,034749.77+242543.3,56.9574,24.4287,HCG292,18.18,12.69,5.38,0.8216,,,,0.033,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG292,12.68,5.38,0.29,9.58,0.37,3131.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211096432.0,034750.94+243018.7,56.96228000000001,24.50522,HCG295,16.15,11.47,4.57,1.4175,,,,0.02,LC1,best,1.42,,single,yes,no,no,no,no,no,no,no,no,HCG295,11.46,4.57,0.48,8.3,0.56,3412.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211043323.0,034751.95+233948.2,56.966469999999994,23.66339,HHJ122,,13.07,5.47,0.94,,,,0.03,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ122,13.06,5.47,0.26,9.96,0.31,3106.0,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211060621.0,034752.51+235628.6,56.968830000000004,23.94128,HII1613,9.88,8.57,1.2,2.8022,3.0929,1.4012,,0.006,LC1,best,,20.1,multi,yes,yes,yes,yes,yes,yes,no,no,no,HII1613,8.56,1.2,1.25,4.03,1.19,6225.0,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211001183.0,034752.86+225934.0,56.97026999999999,22.99279,SK394,17.64,12.16,5.37,0.5169,0.3931,,,0.016,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,SK394,12.15,5.37,0.3,9.05,0.47,3134.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211021827.0,034755.26+231905.9,56.98028000000001,23.31833,HCG302,17.33,12.15,5.07,1.3661,,,,0.021,LC1,best,1.37,,single,no,no,no,no,no,no,no,no,no,HCG302,12.14,5.07,0.37,9.02,0.44,3228.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211080546.0,034756.63+241531.9,56.98596,24.25887,BPL162,,13.31,5.82,0.7302,,,,0.019,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL162,13.3,5.82,0.2,10.22,0.29,3014.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210945565.0,034758.02+220651.1,56.99175,22.1142,BPL163,,14.32,7.13,0.3443,,,,0.048,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL163,14.31,7.13,0.09,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211101996.0,034759.36+243537.3,56.99737,24.5937,V1281Tau=BPL164,,13.6,5.82,0.8448,,,,0.047,LC1,best,0.84,,single,no,no,no,no,no,no,no,no,no,V1281Tau=BPL164,13.59,5.82,0.2,10.51,0.26,3013.0,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211110500.0,034759.73+244352.8,56.99889,24.73134,HII1653,13.5,10.06,3.33,0.7364,,,,0.061,LC1,best,0.74,35.0,single,no,no,no,no,no,no,no,no,no,HII1653,10.05,3.33,0.68,6.68,0.84,4034.0,0.4,,Cl Melotte 22 1653,13.51,12.876,12.0,10.158999999999999,4346.45,4238.05,4298.37,4069.67,0.73655438,0.028,0.029769999999999998,4269.43,3.75,1.2042,1.7928,0.932,-0.0322,0.878,-0.0505,4346.45,0.373,3375.0,0.35700000000000004,3505.0,0.0,1-1-1-0-0,56.99889399999999,24.731342
211027306.0,034804.97+232413.8,57.02072,23.40385,DH546,,13.94,5.95,0.23800000000000002,,,,0.017,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH546,13.93,5.95,0.18,10.86,0.22,2985.0,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211003744.0,034805.82+230202.9,57.02425,23.03414,HCG309,16.16,11.55,4.5,1.5619999999999998,,,,0.057999999999999996,LC1,best,1.56,10.0,single,no,no,no,no,no,no,no,no,no,HCG309,11.54,4.5,0.49,8.37,0.53,3440.0,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211056865.0,034805.86+235301.1,57.02443,23.88364,UGCSJ034805.86+235300.8,,13.27,5.68,0.5561,,,,0.028999999999999998,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034805.86+235300.8,13.26,5.68,0.22,10.17,0.29,3048.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211064559.0,034806.63+240006.9,57.02766,24.001929999999998,HHJ240,,12.54,5.37,0.6242,,,,0.04,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ240,12.53,5.37,0.3,9.43,0.39,3134.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211143504.0,034807.67+251855.2,57.031969999999994,25.31534,DH550,13.94,10.34,3.49,0.446,,,,0.09699999999999999,LC1,ok,0.45,,single,yes,no,no,no,no,no,no,no,no,DH550,10.33,3.49,0.66,7.0,0.76,3938.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211047990.0,034807.96+234423.7,57.03317,23.73992,HCG307,17.3,12.18,5.01,0.5148,,,,0.055999999999999994,LC1,best,0.51,13.0,single,no,no,no,no,no,no,no,no,no,HCG307,12.17,5.01,0.39,9.04,0.44,3249.0,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211045994.0,034808.94+234223.5,57.03726999999999,23.706529999999997,HHJ156,,12.77,5.43,0.7512,,,,0.057999999999999996,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ156,12.76,5.43,0.27,9.66,0.36,3117.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211063049.0,034809.21+235840.7,57.03839,23.97799,HHJ225,,12.65,5.16,0.9637,,,,0.025,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ225,12.64,5.16,0.35,9.52,0.36,3197.0,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211001695.0,034810.17+230004.1,57.0424,23.00114,DH554,14.55,11.0,3.44,6.5481,,,,0.065,LC2,ok,6.48,,single,no,no,no,no,no,no,no,no,no,DH554,10.99,3.44,0.67,7.64,0.56,3968.0,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211063723.0,034810.17+235920.3,57.042390000000005,23.988979999999998,DH555,,13.51,5.96,0.6734,,,,0.021,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH555,13.5,5.96,0.18,10.44,0.27,2982.0,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211033726.0,034810.98+233025.2,57.04577,23.50702,HII1756,14.1,10.69,3.3,8.1854,7.1054,3.8412,,0.013000000000000001,LC1,best,1.15,5.0,multi,no,no,no,yes,yes,yes,no,no,no,HII1756,10.68,3.3,0.69,7.3,0.62,4053.0,-0.25,,Cl Melotte 22 1756,14.1,13.761,12.48,10.686,4211.65,4192.39,4013.5,4162.4,1.15276766,0.034,0.0444,3978.58,4.56,0.9518,1.4327,0.9084,-0.0445,0.8362,-0.0722,4211.65,0.43799999999999994,3285.0,0.439,3445.0,0.0,1-1-1-1-1,57.045776000000004,23.507023
210860152.0,034811.41+204642.6,57.04755,20.77852,DH558,,12.24,5.49,0.6299,,,,0.023,LC1,best,,,single,no,no,no,yes,no,no,no,no,no,DH558,12.23,5.49,0.25,9.13,0.46,3101.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211063134.0,034813.31+235846.9,57.05546999999999,23.97972,HCG311,17.81,12.39,5.31,0.8237,,,,0.016,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG311,12.38,5.31,0.32,9.5,0.33,3342.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211084436.0,034813.54+241906.3,57.05645,24.31842,HII1762,8.27,7.35,0.81,1.6856,1.7951,1.5963,0.1569,0.004,LC1,best,,,multi,no,no,no,yes,yes,yes,no,no,no,HII1762,7.34,0.81,,2.47,1.91,7034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211041474.0,034813.76+233759.4,57.05737,23.63319,HCG315,17.72,12.11,5.5,1.8306,,,,0.045,LC1,best,1.83,,single,yes,no,no,no,no,no,no,no,no,HCG315,12.1,5.5,0.24,9.0,0.49,3097.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211029245.0,034815.23+232605.6,57.06349,23.4349,HHJ232,,12.56,5.16,0.6994,,,,0.027000000000000003,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ232,12.55,5.16,0.35,9.43,0.38,3199.0,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
